child,parent
Leiphaimos,Gentianaceae
Leipoldtia,Aizoaceae
Leitgebia,Ochnaceae
Leitneria,Simaroubaceae
Lejeunea,Porellaceae
Lejeunea,Erpodiaceae
Lejeunea,Lophocoleaceae
Lejeunea,Jungermanniaceae
Lejeunea,Lejeuneaceae
Lejeunea,Jubulaceae
Leleba,Poaceae
Lellingeria,Polypodiaceae
Leloutrea,Solanaceae
Lelya,Rubiaceae
Lemaireocereus,Cactaceae
Lembertia,Asteraceae
Lembidium,Jungermanniaceae
Lembidium,Lepidoziaceae
Lembocarpus,Gesneriaceae
Lemboglossum,Orchidaceae
Lembophyllum,Hylocomiaceae
Lembophyllum,Amblystegiaceae
Lembophyllum,Meteoriaceae
Lembophyllum,Pterobryaceae
Lembophyllum,Lembophyllaceae
Lembotropis,Fabaceae
Lemeea,Asphodelaceae
Lemma,Marsileaceae
Lemmaphyllum,Polypodiaceae
Lemmatium,Asteraceae
Lemmonia,Boraginaceae
Lemna,Araceae
Lemniscia,Humiriaceae
Lemnopsis,Hydrocharitaceae
Lemnopsis,Podostemaceae
Lemonia,Rutaceae
Lemooria,Asteraceae
Lemotrys,Asparagaceae
Lemphoria,Brassicaceae
Lemuranthe,Orchidaceae
Lemurella,Orchidaceae
Lemurodendron,Fabaceae
Lemurophoenix,Arecaceae
Lemuropisum,Fabaceae
Lemurorchis,Orchidaceae
Lemurosicyos,Cucurbitaceae
Lemyrea,Rubiaceae
Lenbrassia,Gesneriaceae
Lencymmoea,Myrtaceae
Lenda,Polypodiaceae
Lendneria,Plantaginaceae
Lenidia,Dilleniaceae
Lennea,Fabaceae
Lennoa,Boraginaceae
Lenophyllum,Crassulaceae
Lens,Fabaceae
Lentibularia,Lentibulariaceae
Lenticula,Araceae
Lenticularia,Araceae
Lentilla,Fabaceae
Lentiscus,Anacardiaceae
Lenwebbia,Myrtaceae
Lenzia,Montiaceae
Leobordea,Fabaceae
Leocereus,Cactaceae
Leochilus,Orchidaceae
Leocus,Lamiaceae
Leonardendron,Fabaceae
Leonardia,Euphorbiaceae
Leonardoxa,Fabaceae
Leonia,Violaceae
Leonis,Asteraceae
Leonocassia,Fabaceae
Leonohebe,Plantaginaceae
Leonotis,Lamiaceae
Leontice,Berberidaceae
Leontochir,Alstroemeriaceae
Leontodon,Asteraceae
Leontoglossum,Dilleniaceae
Leontonyx,Asteraceae
Leontophthalmum,Asteraceae
Leontopodium,Asteraceae
Leonura,Lamiaceae
Leonuroides,Lamiaceae
Leonurus,Lamiaceae
Leopardanthus,Orchidaceae
Leopoldia,Asparagaceae
Leopoldinia,Arecaceae
Lepachis,Asteraceae
Lepachys,Asteraceae
Lepadanthus,Gesneriaceae
Lepadena,Euphorbiaceae
Lepanthanthe,Orchidaceae
Lepanthes,Orchidaceae
Lepanthopsis,Orchidaceae
Lepargochloa,Poaceae
Lepargyrea,Elaeagnaceae
Lepechinia,Lamiaceae
Lepechiniella,Boraginaceae
Lepeocercis,Poaceae
Lepeostegeres,Loranthaceae
Leperiza,Amaryllidaceae
Leperoma,Lepicoleaceae
Leperoma,Pseudolepicoleaceae
Lepervenchea,Orchidaceae
Lepia,Brassicaceae
Lepiactis,Lentibulariaceae
Lepiaglaia,Meliaceae
Lepianthes,Piperaceae
Lepicaulon,Asphodelaceae
Lepicaune,Asteraceae
Lepicephalus,Caprifoliaceae
Lepicochlea,Brassicaceae
Lepicolea,Lepicoleaceae
Lepicolea,Pseudolepicoleaceae
Lepicystis,Polypodiaceae
Lepidacanthus,Acanthaceae
Lepidadenia,Lauraceae
Lepidagathis,Acanthaceae
Lepidaglaia,Meliaceae
Lepidamphora,Fabaceae
Lepidanche,Convolvulaceae
Lepidanthemum,Melastomataceae
Lepidanthus,Restionaceae
Lepidanthus,Asteraceae
Lepidanthus,Phyllanthaceae
Lepidaploa,Asteraceae
Lepidaria,Loranthaceae
Lepideilema,Poaceae
Lepidella,Loranthaceae
Lepiderema,Sapindaceae
Lepidesmia,Asteraceae
Lepidiberis,Brassicaceae
Lepidium,Brassicaceae
Lepidobolus,Restionaceae
Lepidobotrys,Lepidobotryaceae
Lepidocarpa,Chrysobalanaceae
Lepidocaryum,Arecaceae
Lepidocaulon,Dennstaedtiaceae
Lepidoceras,Santalaceae
Lepidococca,Euphorbiaceae
Lepidococcus,Arecaceae
Lepidocoma,Fabaceae
Lepidocordia,Boraginaceae
Lepidocoryphantha,Cactaceae
Lepidocroton,Euphorbiaceae
Lepidogrammitis,Polypodiaceae
Lepidogyna,Lepidolaenaceae
Lepidogyne,Orchidaceae
Lepidolaena,Jubulaceae
Lepidolaena,Lepidolaenaceae
Lepidolejeunea,Lejeuneaceae
Lepidolopha,Asteraceae
Lepidolopsis,Asteraceae
Lepidomicrosorium,Polypodiaceae
Lepidonema,Asteraceae
Lepidoneuron,Polypodiaceae
Lepidonevron,Polypodiaceae
Lepidonia,Asteraceae
Lepidopappus,Asteraceae
Lepidopelma,Buxaceae
Lepidopetalum,Sapindaceae
Lepidopharynx,Amaryllidaceae
Lepidophorum,Asteraceae
Lepidophyllum,Asteraceae
Lepidopilidium,Pilotrichaceae
Lepidopilum,Pilotrichaceae
Lepidopilum,Daltoniaceae
Lepidopironia,Poaceae
Lepidopogon,Asteraceae
Lepidorrhachis,Arecaceae
Lepidoseris,Asteraceae
Lepidospartum,Asteraceae
Lepidosperma,Cyperaceae
Lepidospora,Cyperaceae
Lepidostachys,Phyllanthaceae
Lepidostemon,Brassicaceae
Lepidostephanus,Asteraceae
Lepidostephium,Asteraceae
Lepidostoma,Rubiaceae
Lepidothamnus,Podocarpaceae
Lepidotheca,Asteraceae
Lepidotis,Lycopodiaceae
Lepidotrichilia,Meliaceae
Lepidotrichum,Brassicaceae
Lepidoturus,Euphorbiaceae
Lepidozamia,Zamiaceae
Lepidozia,Lepidoziaceae
Lepidozia,Takakiaceae
Lepidozia,Ptilidiaceae
Lepidozia,Vetaformaceae
Lepidozia,Lepicoleaceae
Lepidozia,Pseudolepicoleaceae
Lepidurus,Poaceae
Lepigonum,Caryophyllaceae
Lepilaena,Potamogetonaceae
Lepimenes,Convolvulaceae
Lepinema,Gentianaceae
Lepinia,Apocynaceae
Lepiniopsis,Apocynaceae
Lepionurus,Opiliaceae
Lepipogon,Rubiaceae
Lepironia,Cyperaceae
Lepisanthes,Sapindaceae
Lepiscline,Asteraceae
Lepiselinum,Apiaceae
Lepisia,Cyperaceae
Lepisiphon,Asteraceae
Lepisma,Apiaceae
Lepismium,Cactaceae
Lepisorus,Polypodiaceae
Lepistachya,Cyperaceae
Lepistemon,Convolvulaceae
Lepistemonopsis,Convolvulaceae
Lepistoma,Apocynaceae
Lepitoma,Poaceae
Lepiurus,Poaceae
Leplaea,Meliaceae
Leporella,Orchidaceae
Leposma,Apocynaceae
Lepsia,Begoniaceae
Lepta,Rutaceae
Leptacanthus,Acanthaceae
Leptactina,Rubiaceae
Leptactinia,Rubiaceae
Leptadenia,Apocynaceae
Leptagrostis,Poaceae
Leptalea,Asteraceae
Leptaleum,Brassicaceae
Leptalix,Oleaceae
Leptaloe,Asphodelaceae
Leptamnium,Orobanchaceae
Leptandra,Plantaginaceae
Leptangium,Erpodiaceae
Leptangium,Gigaspermaceae
Leptanthe,Boraginaceae
Leptanthus,Pontederiaceae
Leptarrhena,Saxifragaceae
Leptasea,Saxifragaceae
Leptaspis,Poaceae
Leptatherum,Poaceae
Leptaulus,Cardiopteridaceae
Leptaxis,Saxifragaceae
Lepteiris,Plantaginaceae
Leptemon,Euphorbiaceae
Lepteranthus,Asteraceae
Lepterica,Ericaceae
Leptica,Asteraceae
Leptidium,Fabaceae
Leptilon,Asteraceae
Leptinella,Asteraceae
Leptis,Fabaceae
Leptoarachniodes,Polypodiaceae
Leptobarbula,Pottiaceae
Leptobasis,Brassicaceae
Leptoboea,Gesneriaceae
Leptobotrys,Euphorbiaceae
Leptobryum,Pottiaceae
Leptobryum,Bryaceae
Leptocallis,Convolvulaceae
Leptocallisia,Commelinaceae
Leptocanna,Poaceae
Leptocarpaea,Brassicaceae
Leptocarpha,Asteraceae
Leptocarpus,Restionaceae
Leptocarydion,Poaceae
Leptocaulis,Apiaceae
Leptocentrum,Orchidaceae
Leptoceras,Orchidaceae
Leptocereus,Cactaceae
Leptochilus,Polypodiaceae
Leptochiton,Amaryllidaceae
Leptochlaena,Bryaceae
Leptochloa,Poaceae
Leptochloopsis,Poaceae
Leptochloris,Poaceae
Leptocionium,Hymenophyllaceae
Leptocladia,Cactaceae
Leptocladiella,Hylocomiaceae
Leptocladium,Leskeaceae
Leptocladodia,Cactaceae
Leptocladus,Gelsemiaceae
Leptoclinium,Asteraceae
Leptocnemia,Apiaceae
Leptocnide,Urticaceae
Leptocodon,Campanulaceae
Leptocolea,Lejeuneaceae
Leptocoma,Asteraceae
Leptocoryphium,Poaceae
Leptocyamus,Fabaceae
Leptocytisus,Fabaceae
Leptodactylon,Polemoniaceae
Leptodaphne,Lauraceae
Leptodermis,Rubiaceae
Leptoderris,Fabaceae
Leptodesmia,Fabaceae
Leptodictyum,Brachytheciaceae
Leptodictyum,Amblystegiaceae
Leptodon,Leucodontaceae
Leptodon,Leptodontaceae
Leptodontiella,Pottiaceae
Leptodontiopsis,Orthotrichaceae
Leptodontium,Ptychomitriaceae
Leptodontium,Dicranaceae
Leptodontium,Orthotrichaceae
Leptodontium,Rhabdoweisiaceae
Leptodontium,Bartramiaceae
Leptodontium,Bryaceae
Leptodontium,Pottiaceae
Leptofeddea,Solanaceae
Leptoglossis,Solanaceae
Leptoglottis,Fabaceae
Leptogonum,Polygonaceae
Leptogramma,Aspleniaceae
Leptogyne,Asteraceae
Leptohymenium,Hylocomiaceae
Leptohymenium,Pterigynandraceae
Leptohymenium,Leucodontaceae
Leptohymenium,Daltoniaceae
Leptohymenium,Hypnaceae
Leptohymenium,Entodontaceae
Leptohymenium,Leskeaceae
Leptoischyrodon,Hypnaceae
Leptolaena,Sarcolaenaceae
Leptolejeunea,Lejeuneaceae
Leptolepia,Dennstaedtiaceae
Leptolepidium,Pteridaceae
Leptolepis,Cyperaceae
Leptolobium,Fabaceae
Leptoloma,Poaceae
Leptomeria,Santalaceae
Leptomischus,Rubiaceae
Leptonema,Phyllanthaceae
Leptonium,Opiliaceae
Leptonychia,Malvaceae
Leptonychiopsis,Malvaceae
Leptopetalum,Rubiaceae
Leptopetion,Araceae
Leptopharyngia,Apocynaceae
Leptopharynx,Asteraceae
Leptophascum,Pottiaceae
Leptophoenix,Arecaceae
Leptophragma,Solanaceae
Leptophyllochloa,Poaceae
Leptophyllopsis,Geocalycaceae
Leptophytus,Asteraceae
Leptoplax,Brassicaceae
Leptopleuria,Nephrolepidaceae
Leptopoda,Asteraceae
Leptopogon,Poaceae
Leptopterigynandrum,Leskeaceae
Leptopteris,Osmundaceae
Leptopus,Phyllanthaceae
Leptopyrum,Ranunculaceae
Leptorchis,Orchidaceae
Leptorhabdos,Orobanchaceae
Leptorhachis,Euphorbiaceae
Leptorhoeo,Commelinaceae
Leptorhynchos,Asteraceae
Leptorkis,Orchidaceae
Leptormus,Brassicaceae
Leptorrhyncho-Hypnum,Sematophyllaceae
Leptorumohra,Polypodiaceae
Leptosaccharum,Poaceae
Leptoscela,Rubiaceae
Leptoschoenus,Cyperaceae
Leptoscyphopsis,Geocalycaceae
Leptoscyphus,Lophocoleaceae
Leptoscyphus,Geocalycaceae
Leptosema,Fabaceae
Leptoseris,Asteraceae
Leptosilene,Caryophyllaceae
Leptosiphon,Polemoniaceae
Leptosiphonium,Acanthaceae
Leptosolena,Zingiberaceae
Leptosomus,Pontederiaceae
Leptospartion,Lythraceae
Leptospermopsis,Myrtaceae
Leptospermum,Myrtaceae
Leptospron,Fabaceae
Leptostachya,Verbenaceae
Leptostachya,Phrymaceae
Leptostachya,Acanthaceae
Leptostachys,Poaceae
Leptostegia,Pteridaceae
Leptostelma,Asteraceae
Leptostemma,Apocynaceae
Leptostigma,Rubiaceae
Leptostomopsis,Bryaceae
Leptostomum,Leptostomataceae
Leptostylis,Sapotaceae
Leptosyne,Asteraceae
Leptotaenia,Apiaceae
Leptoterantha,Menispermaceae
Leptotes,Orchidaceae
Leptothamnus,Asteraceae
Leptotheca,Orthodontiaceae
Leptothrium,Poaceae
Leptothrix,Poaceae
Leptothyrsa,Rutaceae
Leptotis,Asteraceae
Leptotriche,Asteraceae
Leptotrichella,Dicranaceae
Leptotrichum,Pottiaceae
Leptotrichum,Ditrichaceae
Leptotrichum,Dicranaceae
Leptovignea,Cyperaceae
Leptrina,Montiaceae
Leptunis,Rubiaceae
Lepturella,Poaceae
Lepturidium,Poaceae
Lepturopetium,Poaceae
Lepturopsis,Poaceae
Lepturus,Poaceae
Lepurandra,Moraceae
Lepuropetalon,Celastraceae
Lepyrodia,Restionaceae
Lepyrodiclis,Caryophyllaceae
Lepyrodon,Myuriaceae
Lepyrodon,Brachytheciaceae
Lepyrodon,Entodontaceae
Lepyrodon,Lepyrodontaceae
Lepyrodontopsis,Meteoriaceae
Lequeetia,Orchidaceae
Leratia,Orthotrichaceae
Leratiella,Orthotrichaceae
Lerchea,Rubiaceae
Lerchenfeldia,Poaceae
Lerchia,Amaranthaceae
Lereschia,Apiaceae
Leretia,Icacinaceae
Leria,Asteraceae
Lerisca,Cyperaceae
Lerouxia,Primulaceae
Leroyia,Rubiaceae
Lerrouxia,Plumbaginaceae
Lescaillea,Asteraceae
Leschenaultia,Goodeniaceae
Lescuraea,Thuidiaceae
Lescuraea,Brachytheciaceae
Lescuraea,Leskeaceae
Lesemia,Lamiaceae
Leskea,Racopilaceae
Leskea,Fabroniaceae
Leskea,Plagiotheciaceae
Leskea,Sematophyllaceae
Leskea,Hypopterygiaceae
Leskea,Thuidiaceae
Leskea,Neckeraceae
Leskea,Brachytheciaceae
Leskea,Leskeaceae
Leskea,Hypnaceae
Leskea,Meteoriaceae
Leskea,Catagoniaceae
Leskea,Leucodontaceae
Leskea,Hookeriaceae
Leskea,Onagraceae
Leskea,Myriniaceae
Leskea,Bryaceae
Leskea,Ptychomniaceae
Leskea,Daltoniaceae
Leskea,Entodontaceae
Leskea,Theliaceae
Leskea,Stereophyllaceae
Leskea,Amblystegiaceae
Leskeadelphus,Leskeaceae
Leskeella,Leskeaceae
Leskeella,Ditrichaceae
Leskeella,Bryaceae
Leskeella,Thuidiaceae
Leskeodon,Daltoniaceae
Leskeodon,Hookeriaceae
Leskeodontopsis,Daltoniaceae
Leskeopsis,Thuidiaceae
Lesliea,Orchidaceae
Lesourdia,Poaceae
Lespedeza,Fabaceae
Lesquerella,Brassicaceae
Lesquereuxia,Orobanchaceae
Lesquereuxia,Leskeaceae
Lessertia,Fabaceae
Lessingia,Asteraceae
Lessingianthus,Asteraceae
Lessonia,Apiaceae
Lestibudesia,Amaranthaceae
Letestua,Sapotaceae
Letestudoxa,Annonaceae
Letestuella,Podostemaceae
Lethea,Liliaceae
Lethedon,Thymelaeaceae
Lethia,Iridaceae
Lethocolea,Acrobolbaceae
Leto,Asteraceae
Lettowianthus,Annonaceae
Lettsomia,Convolvulaceae
Lettsomia,Pentaphylacaceae
Leucacantha,Asteraceae
Leucactinia,Asteraceae
Leucadendron,Proteaceae
Leucadendrum,Proteaceae
Leucadenia,Orchidaceae
Leucadenia,Euphorbiaceae
Leucaena,Fabaceae
Leucalepis,Melastomataceae
Leucampyx,Asteraceae
Leucandra,Euphorbiaceae
Leucantanacetum,Asteraceae
Leucantha,Asteraceae
Leucanthea,Solanaceae
Leucanthemella,Asteraceae
Leucanthemopsis,Asteraceae
Leucanthemum,Asteraceae
Leucas,Lamiaceae
Leucasia,Lamiaceae
Leucaster,Nyctaginaceae
Leuce,Salicaceae
Leucelene,Asteraceae
Leuceres,Apiaceae
Leucerminium,Orchidaceae
Leuchaeria,Asteraceae
Leucheria,Asteraceae
Leuchtenbergia,Cactaceae
Leuciva,Asteraceae
Leucobarleria,Acanthaceae
Leucoblepharis,Asteraceae
Leucobotrys,Loranthaceae
Leucobryum,Dicranaceae
Leucobryum,Leucobryaceae
Leucocalantha,Bignoniaceae
Leucocalanthe,Bignoniaceae
Leucocarpum,Celastraceae
Leucocarpus,Phrymaceae
Leucocasia,Araceae
Leucocephala,Eriocaulaceae
Leucocera,Calyceraceae
Leucochlamys,Araceae
Leucochloron,Fabaceae
Leucochrysum,Asteraceae
Leucocnide,Urticaceae
Leucococcus,Urticaceae
Leucocodon,Rubiaceae
Leucocoma,Ranunculaceae
Leucocomphalos,Fabaceae
Leucocorema,Icacinaceae
Leucocoryne,Amaryllidaceae
Leucocraspedum,Gentianaceae
Leucocrinum,Asparagaceae
Leucocroton,Euphorbiaceae
Leucocyclus,Asteraceae
Leucodermis,Aquifoliaceae
Leucodesmis,Amaryllidaceae
Leucodictyon,Fabaceae
Leucodon,Lepyrodontaceae
Leucodon,Leucodontaceae
Leucodon,Leptodontaceae
Leucodon,Pterobryaceae
Leucodon,Ptychomniaceae
Leucodon,Myuriaceae
Leucodon,Brachytheciaceae
Leucodonium,Caryophyllaceae
Leucodontella,Leucodontaceae
Leucodontopsis,Leptodontaceae
Leucodontopsis,Pterobryaceae
Leucogenes,Asteraceae
Leucoglochin,Cyperaceae
Leucoglossum,Asteraceae
Leucohyle,Orchidaceae
Leucoium,Brassicaceae
Leucojum,Amaryllidaceae
Leucolaena,Apiaceae
Leucolaena,Orchidaceae
Leucolejeunea,Lejeuneaceae
Leucolena,Orchidaceae
Leucolepis,Mniaceae
Leucolinum,Linaceae
Leucoloma,Dicranaceae
Leucolophus,Rubiaceae
Leucomalla,Convolvulaceae
Leucomanes,Hymenophyllaceae
Leucomeris,Asteraceae
Leucomium,Amblystegiaceae
Leucomium,Sematophyllaceae
Leucomium,Hypnaceae
Leucomium,Leucomiaceae
Leucomphalos,Fabaceae
Leuconocarpus,Clusiaceae
Leuconoe,Ranunculaceae
Leuconotis,Apocynaceae
Leuconymphaea,Nymphaeaceae
Leucoperichaetium,Grimmiaceae
Leucophae,Lamiaceae
Leucophanella,Calymperaceae
Leucophanes,Dicranaceae
Leucophanes,Calymperaceae
Leucopholis,Asteraceae
Leucophrys,Poaceae
Leucophyllum,Scrophulariaceae
Leucophysalis,Solanaceae
Leucophyta,Asteraceae
Leucopitys,Pinaceae
Leucoploeus,Restionaceae
Leucopoa,Poaceae
Leucopodum,Asteraceae
Leucopogon,Ericaceae
Leucopremna,Caricaceae
Leucopsidium,Asteraceae
Leucopsis,Asteraceae
Leucopsora,Caprifoliaceae
Leucoptera,Asteraceae
Leucopterum,Fabaceae
Leucorchis,Orchidaceae
Leucorhaphis,Acanthaceae
Leucosalpa,Orobanchaceae
Leucosceptrum,Lamiaceae
Leucosedum,Crassulaceae
Leucoseris,Asteraceae
Leucosia,Dichapetalaceae
Leucosidea,Rosaceae
Leucosinapis,Brassicaceae
Leucosmia,Thymelaeaceae
Leucospermum,Proteaceae
Leucosphaera,Amaranthaceae
Leucospora,Plantaginaceae
Leucostachys,Orchidaceae
Leucostegane,Fabaceae
Leucostegia,Polypodiaceae
Leucostele,Cactaceae
Leucostemma,Caryophyllaceae
Leucosyke,Urticaceae
Leucosyris,Asteraceae
Leucotella,Orchidaceae
Leucothamnus,Malvaceae
Leucothauma,Amaryllidaceae
Leucothea,Actinidiaceae
Leucothoe,Ericaceae
Leucothrinax,Arecaceae
Leucotrichum,Polypodiaceae
Leucoxyla,Rosaceae
Leucoxylon,Bignoniaceae
Leucoxylum,Ebenaceae
Leunisia,Asteraceae
Leuranthus,Oleaceae
Leurocline,Boraginaceae
Leutea,Apiaceae
Leuzea,Asteraceae
Levana,Solanaceae
Leveillea,Asteraceae
Levenhookia,Stylidiaceae
Levierella,Fabroniaceae
Levieria,Monimiaceae
Levisticum,Apiaceae
Levya,Bignoniaceae
Lewisia,Montiaceae
Lewisiopsis,Montiaceae
Lexarza,Malvaceae
Lexarzanthe,Brassicaceae
Lexipyretum,Gentianaceae
Leycephyllum,Fabaceae
Leycesteria,Caprifoliaceae
Leydeum,Poaceae
Leymopyron,Poaceae
Leymostachys,Poaceae
Leymotrigia,Poaceae
Leymotrix,Poaceae
Leymus,Poaceae
Leysera,Asteraceae
Leytesion,Poaceae
Lhotskya,Myrtaceae
Lhotzkyella,Apocynaceae
Liabellum,Asteraceae
Liabum,Asteraceae
Lianthus,Hypericaceae
Liatris,Asteraceae
Libadion,Gentianaceae
Libanothamnus,Asteraceae
Libanotis,Apiaceae
Libanotus,Burseraceae
Libanus,Burseraceae
Liberatia,Acanthaceae
Liberbaileya,Arecaceae
Libertia,Iridaceae
Libidibia,Fabaceae
Libocedrus,Cupressaceae
Libonia,Amaryllidaceae
Libonia,Acanthaceae
Librevillea,Fabaceae
Libyella,Poaceae
Licania,Chrysobalanaceae
Licaria,Lauraceae
Lichen,Saxifragaceae
Lichen,Conocephalaceae
Lichenora,Orchidaceae
Lichnis,Caryophyllaceae
Lichtensteinia,Apiaceae
Lichterveldia,Orchidaceae
Licinia,Asphodelaceae
Licopolia,Salicaceae
Licuala,Arecaceae
Lidbeckia,Asteraceae
Lidia,Caryophyllaceae
Lieberkuhna,Asteraceae
Liebichia,Grossulariaceae
Liebigia,Gesneriaceae
Liebrechtsia,Fabaceae
Liesneria,Loganiaceae
Lietzia,Gesneriaceae
Lievena,Bromeliaceae
Lifago,Asteraceae
Ligaria,Loranthaceae
Ligea,Podostemaceae
Ligeophila,Orchidaceae
Ligeria,Gesneriaceae
Lightfootia,Campanulaceae
Lightia,Malvaceae
Lightia,Euphroniaceae
Lightiodendron,Euphroniaceae
Ligia,Thymelaeaceae
Lignariella,Brassicaceae
Lignieria,Melastomataceae
Lignocarpa,Apiaceae
Lignonia,Violaceae
Lignum,Fabaceae
Ligosticon,Apiaceae
Ligularia,Asteraceae
Ligulariopsis,Asteraceae
Ligulina,Hypnaceae
Ligulina,Plagiotheciaceae
Ligulina,Sematophyllaceae
Ligusticella,Apiaceae
Ligusticopsis,Apiaceae
Ligusticum,Apiaceae
Ligustridium,Oleaceae
Ligustrina,Oleaceae
Ligustrum,Oleaceae
Lijndenia,Melastomataceae
Lilac,Oleaceae
Lilaea,Juncaginaceae
Lilaeopsis,Apiaceae
Lilavia,Alstroemeriaceae
Liliacum,Oleaceae
Liliago,Asphodelaceae
Liliastrum,Liliaceae
Liliastrum,Asparagaceae
Liliorhiza,Liliaceae
Lilium,Liliaceae
Lilium-Convallium,Asparagaceae
Lilloa,Araceae
Limacia,Menispermaceae
Limaciopsis,Menispermaceae
Limatodes,Orchidaceae
Limatodis,Orchidaceae
Limbarda,Asteraceae
Limbella,Neckeraceae
Limeum,Limeaceae
Limivasculum,Cyperaceae
Limlia,Fagaceae
Limnalsine,Montiaceae
Limnanthemum,Menyanthaceae
Limnanthemum,Gentianaceae
Limnanthes,Limnanthaceae
Limnas,Poaceae
Limnaspidium,Scrophulariaceae
Limneria,Pottiaceae
Limnetis,Poaceae
Limnia,Montiaceae
Limniboza,Lamiaceae
Limnirion,Iridaceae
Limniris,Iridaceae
Limnobium,Hydrocharitaceae
Limnobotrya,Saxifragaceae
Limnobryum,Aulacomniaceae
Limnocharis,Alismataceae
Limnochloa,Poaceae
Limnochloa,Cyperaceae
Limnocitrus,Rutaceae
Limnocrepis,Asteraceae
Limnodea,Poaceae
Limnogenneton,Asteraceae
Limnonesis,Araceae
Limnophila,Plantaginaceae
Limnophyton,Alismataceae
Limnopoa,Poaceae
Limnorchis,Orchidaceae
Limnosciadium,Apiaceae
Limnoseris,Asteraceae
Limnosipanea,Rubiaceae
Limnostachys,Pontederiaceae
Limnoxeranthemum,Eriocaulaceae
Limodoron,Orchidaceae
Limodorum,Orchidaceae
Limon,Rutaceae
Limonia,Rutaceae
Limoniastrum,Plumbaginaceae
Limoniodes,Plumbaginaceae
Limoniopsis,Plumbaginaceae
Limonium,Plumbaginaceae
Limosella,Plantaginaceae
Limprichtia,Amblystegiaceae
Linagrostis,Cyperaceae
Linanthastrum,Polemoniaceae
Linanthus,Polemoniaceae
Linaria,Plantaginaceae
Linariantha,Acanthaceae
Linariopsis,Pedaliaceae
Linconia,Bruniaceae
Lindackera,Capparaceae
Lindackeria,Achariaceae
Lindauea,Acanthaceae
Lindbergella,Poaceae
Lindbergia,Poaceae
Lindbergia,Leskeaceae
Lindelofia,Boraginaceae
Lindenbergia,Orobanchaceae
Lindenia,Rubiaceae
Lindenia,Nyctaginaceae
Lindeniopiper,Piperaceae
Lindera,Lauraceae
Lindernia,Linderniaceae
Linderniella,Linderniaceae
Lindheimera,Asteraceae
Lindigia,Brachytheciaceae
Lindigia,Arnelliaceae
Lindigia,Meteoriaceae
Lindigianthus,Lejeuneaceae
Lindigina,Arnelliaceae
Lindleya,Rosaceae
Lindleyalis,Orchidaceae
Lindleyella,Rosaceae
Lindleyella,Orchidaceae
Lindmania,Bromeliaceae
Lindnera,Malvaceae
Lindneria,Asparagaceae
Lindsaea,Lindsaeaceae
Lindsaenium,Lindsaeaceae
Lindsaeosoria,Dennstaedtiaceae
Lindsayella,Orchidaceae
Lindsaynium,Dennstaedtiaceae
Lindsayoides,Nephrolepidaceae
Lindsayomyrtus,Myrtaceae
Lindsayopsis,Lindsaeaceae
Lingelsheimia,Putranjivaceae
Lingnania,Poaceae
Lingoum,Fabaceae
Linguella,Orchidaceae
Linharea,Lauraceae
Linkagrostis,Poaceae
Linkia,Columelliaceae
Linkia,Proteaceae
Linnaea,Caprifoliaceae
Linnaeobreynia,Capparaceae
Linnaeopsis,Gesneriaceae
Linnaeosicyos,Cucurbitaceae
Linocalix,Acanthaceae
Linocalyx,Acanthaceae
Linochilus,Asteraceae
Linociera,Oleaceae
Linociera,Lauraceae
Linodendron,Thymelaeaceae
Linodes,Linaceae
Linoma,Arecaceae
Linophyllum,Santalaceae
Linopsis,Linaceae
Linospadix,Arecaceae
Linostachys,Euphorbiaceae
Linostigma,Geraniaceae
Linostoma,Thymelaeaceae
Linostrophum,Brassicaceae
Linostylis,Acanthaceae
Linosyris,Asteraceae
Linosyris,Santalaceae
Linschotenia,Goodeniaceae
Linsecomia,Asteraceae
Lintonia,Poaceae
Linum,Linaceae
Linzia,Asteraceae
Liochlaena,Jungermanniaceae
Liodendron,Putranjivaceae
Lipandra,Amaranthaceae
Lipara,Burseraceae
Liparia,Fabaceae
Liparis,Orchidaceae
Liparophyllum,Menyanthaceae
Lipocarpha,Cyperaceae
Lipochaeta,Asteraceae
Lipophragma,Brassicaceae
Lipophyllum,Clusiaceae
Lipostoma,Rubiaceae
Lipotactes,Loranthaceae
Lipotriche,Asteraceae
Lipozygis,Fabaceae
Lippaya,Rubiaceae
Lippia,Verbenaceae
Lippomuellera,Proteaceae
Lipschitziella,Asteraceae
Lipskya,Apiaceae
Lipskyella,Asteraceae
Lipusa,Fabaceae
Liquidambar,Altingiaceae
Liquiritia,Fabaceae
Lirayea,Acanthaceae
Liriactis,Liliaceae
Liriamus,Amaryllidaceae
Lirianthe,Magnoliaceae
Liriodendron,Magnoliaceae
Liriope,Asparagaceae
Liriopogon,Liliaceae
Liriopsis,Magnoliaceae
Liriopsis,Amaryllidaceae
Liriosma,Olacaceae
Liriothamnus,Asphodelaceae
Lisaea,Apiaceae
Lisianthius,Gentianaceae
Lisowskia,Orchidaceae
Lissanthe,Ericaceae
Lissera,Fabaceae
Lissocarpa,Ebenaceae
Lissochilus,Orchidaceae
Lissospermum,Acanthaceae
Listera,Orchidaceae
Listia,Fabaceae
Listrobanthes,Acanthaceae
Listrostachys,Orchidaceae
Lita,Gentianaceae
Litanthus,Asparagaceae
Litanum,Montiaceae
Litchi,Sapindaceae
Lithachne,Poaceae
Lithagrostis,Poaceae
Lithobium,Melastomataceae
Lithocadrium,Boraginaceae
